ORISPL,YEAR,PSTATABB,NAMEPCAP,CAPFAC,SECTOR,PLFUELCT,PLNGENAN,PLHTIAN,PLCO2AN,PLCO2RTA,TREATED,NEIGHBOR,POST
1040,2023,IN,93.9,0.0198,Electric Utility,COAL,16259.0,264989.0,27186.0,3344.125,0,0,1
1353,2023,KY,280.5,0.4771,Electric Utility,GAS,1172392.0,11735727.0,697438.0,1189.77,0,1,1
6018,2023,KY,772.0,0.3276,Electric Utility,COAL,2215274.0,26581378.0,2727245.0,2462.219,0,1,1
6041,2023,KY,1608.5,0.5321,Electric Utility,COAL,7497121.0,71000004.0,7284598.0,1943.305,0,1,1
1384,2023,KY,344.0,0.1585,Electric Utility,COAL,477471.0,5173770.0,530830.0,2223.507,0,1,1
55198,2023,KY,1150.0,0.0454,IPP Non-CHP,GAS,457178.0,5260109.0,312599.0,1367.515,0,1,1
54,2023,KY,1055.0,0.0448,Electric Utility,GAS,414069.0,5157543.0,306604.0,1480.933,0,1,1
55297,2023,MI,1176.0,0.733,Electric Utility,GAS,7551549.0,54670764.0,3249011.0,860.489,0,0,1
55460,2023,MI,1174.4,0.7209,IPP Non-CHP,GAS,7416392.0,48631226.0,2890082.0,779.377,0,0,1
50555,2023,NC,180.0,0.0041,Electric Utility,OIL,6533.0,74867.0,6070.0,1858.211,0,1,1
55262,2023,OH,49.5,0.0048,Electric Utility,GAS,2067.0,24540.0,1447.0,1400.29,0,0,1
55263,2023,OH,49.5,0.0045,Electric Utility,GAS,1950.0,25040.0,1478.0,1515.59,0,0,1
55264,2023,OH,49.5,0.0045,Electric Utility,GAS,1968.0,25851.0,1525.0,1549.39,0,0,1
55990,2023,OH,26.1,0.744,IPP CHP,GAS,170112.0,885353.0,51744.0,608.352,0,0,1
2878,2023,OH,187.0,0.5728,IPP CHP,OIL,938347.0,11491346.0,1211764.0,2582.762,0,0,1
2903,2023,OH,39.3,0.0027,Electric Utility,GAS,917.0,16352.0,970.0,2115.973,0,0,1
2828,2023,OH,1880.4,0.5876,IPP Non-CHP,COAL,9679859.0,98664486.0,10120044.0,2090.949,0,0,1
59773,2023,OH,832.3,0.7562,IPP Non-CHP,GAS,5513355.0,40620986.0,2414053.0,875.711,0,0,1
57908,2023,OH,47.2,0.5465,Commercial CHP,GAS,225959.0,1255872.0,73414.0,649.798,0,0,1
60376,2023,OH,962.0,0.7366,IPP Non-CHP,GAS,6207468.0,42026601.0,2497585.0,804.703,0,0,1
55247,2023,OH,564.0,0.1128,IPP Non-CHP,GAS,557272.0,3707299.0,220577.0,791.631,0,0,1
2831,2023,OH,159.1,0.0013,IPP Non-CHP,GAS,1863.0,36392.0,0.0,0.0,0,0,1
55350,2023,OH,678.3,0.6581,Electric Utility,GAS,3910371.0,27084460.0,1609592.0,823.242,0,0,1
55701,2023,OH,739.5,0.5206,Electric Utility,GAS,3372146.0,23672528.0,1406827.0,834.381,0,0,1
8102,2023,OH,2600.0,0.5941,IPP Non-CHP,COAL,13530200.0,143319971.0,14701693.0,2173.167,0,0,1
55228,2023,OH,236.0,0.0331,Electric Utility,GAS,68462.0,775931.0,45811.0,1338.293,0,0,1
62949,2023,OH,2055.0,0.453,IPP Non-CHP,GAS,8154972.0,59093531.0,3511848.0,861.278,0,0,1
55736,2023,OH,1429.8,0.841,IPP Non-CHP,GAS,10533130.0,77020565.0,4577222.0,869.109,0,0,1
56848,2023,OH,67.0,0.6022,IPP CHP,COAL,353432.0,1908394.0,98556.0,557.707,0,0,1
2876,2023,OH,1086.5,0.4793,Electric Utility,COAL,4561822.0,52013254.0,5336557.0,2339.66,0,0,1
61322,2023,OH,521.9,0.8427,IPP Non-CHP,GAS,3852850.0,24491546.0,1455495.0,755.542,0,0,1
55110,2023,OH,692.0,0.1531,Electric Utility,GAS,928096.0,11757360.0,698717.0,1505.699,0,0,1
2832,2023,OH,1180.8,0.2689,IPP Non-CHP,COAL,2781603.0,30507779.0,3130102.0,2250.574,0,0,1
57822,2023,OH,67.0,0.5674,IPP CHP,COAL,333038.0,1787733.0,92324.0,554.438,0,0,1
59326,2023,OH,543.9,0.7059,IPP Non-CHP,GAS,3363086.0,22810979.0,1355620.0,806.176,0,0,1
2848,2023,OH,32.6,0.0007,IPP Non-CHP,GAS,208.0,10602.0,0.0,0.0,0,0,1
7783,2023,OH,32.0,0.0054,Electric Utility,GAS,1523.0,23866.0,1408.0,1849.114,0,0,1
7782,2023,OH,32.0,0.0054,Electric Utility,GAS,1505.0,23337.0,1377.0,1829.502,0,0,1
59764,2023,OH,1061.5,0.6996,IPP Non-CHP,GAS,6505100.0,43875305.0,2607448.0,801.663,0,0,1
2935,2023,OH,84.5,0.0144,Electric Utility,GAS,10623.0,181510.0,14644.0,2757.007,0,0,1
2936,2023,OH,55.5,0.0015,Electric Utility,COAL,749.0,14171.0,1446.0,3860.777,0,0,1
10244,2023,OH,92.8,0.3588,Industrial CHP,GAS,291641.0,1310206.0,0.0,0.0,0,0,1
2880,2023,OH,450.0,0.0587,IPP Non-CHP,GAS,231458.0,3122265.0,185552.0,1603.328,0,0,1
7872,2023,OH,594.0,0.0356,Electric Utility,GAS,184978.0,2087298.0,123343.0,1333.593,0,0,1
55401,2023,OH,977.5,0.2655,IPP Non-CHP,GAS,2273194.0,24842428.0,1476371.0,1298.94,0,0,1
60356,2023,OH,1210.4,0.7784,IPP Non-CHP,GAS,8253298.0,55048067.0,3271423.0,792.755,0,0,1
2942,2023,OH,25.0,0.0003,Electric Utility,OIL,73.0,1422.0,102.0,2783.507,0,0,1
2847,2023,OH,680.6,0.2177,IPP Non-CHP,GAS,1298004.0,16384708.0,967071.0,1490.09,0,0,1
55348,2023,OH,795.6,0.1179,IPP Non-CHP,GAS,821693.0,8805228.0,524247.0,1276.016,0,0,1
2866,2023,OH,1706.5,0.06,IPP Non-CHP,COAL,896227.0,11251959.0,1180104.0,2633.495,0,0,1
55397,2023,OH,714.9,0.837,IPP Non-CHP,GAS,5241651.0,38438802.0,2284365.0,871.62,0,0,1
55503,2023,OH,921.6,0.672,IPP Non-CHP,GAS,5425452.0,38137179.0,2266433.0,835.482,0,0,1
2909,2023,OH,32.0,0.0,Electric Utility,GAS,0.0,0.0,0.0,0.0,0,0,1
2869,2023,OH,555.6,0.2233,IPP Non-CHP,OIL,1086809.0,13302722.0,789403.0,1452.699,0,0,1
7158,2023,OH,571.8,0.0333,Electric Utility,GAS,166823.0,3376076.0,200793.0,2407.264,0,0,1
2854,2023,OH,126.6,0.0043,IPP Non-CHP,GAS,4712.0,54457.0,3183.0,1350.898,0,0,1
56807,2023,VA,559.0,0.6174,Electric Utility,GAS,3023135.0,21211370.0,1260892.0,834.162,1,0,1
58260,2023,VA,1472.2,0.4914,Electric Utility,GAS,6337633.0,44523902.0,2645976.0,835.005,1,0,1
55738,2023,VA,88.0,0.2404,IPP Non-CHP,GAS,185336.0,1810926.0,107621.0,1161.361,1,0,1
52089,2023,VA,27.2,0.6775,Industrial CHP,GAS,161423.0,937037.0,0.0,0.0,1,0,1
3803,2023,VA,51.1,0.0004,Electric Utility,OIL,178.0,5473.0,447.0,5021.798,1,0,1
3797,2023,VA,1499.5,0.1849,Electric Utility,GAS,2429174.0,20322837.0,1419058.0,1168.346,1,0,1
3775,2023,VA,475.0,0.0206,Electric Utility,GAS,85760.0,1123801.0,66785.0,1557.483,1,0,1
7213,2023,VA,848.0,0.0334,Electric Utility,COAL,247929.0,2992010.0,306980.0,2476.356,1,0,1
55381,2023,VA,402.5,0.0065,IPP Non-CHP,OIL,22908.0,244472.0,19837.0,1731.905,1,0,1
7212,2023,VA,368.4,0.0366,Electric Utility,GAS,118074.0,1570094.0,93930.0,1591.036,1,0,1
52019,2023,VA,1313.0,0.4606,IPP Non-CHP,GAS,5297757.0,47820510.0,2842367.0,1073.046,1,0,1
52087,2023,VA,388.8,0.0321,Electric Utility,GAS,109176.0,1313819.0,78091.0,1430.553,1,0,1
54844,2023,VA,300.4,0.3489,Electric Utility,GAS,918011.0,7735182.0,460011.0,1002.19,1,0,1
7032,2023,VA,407.7,0.025,Electric Utility,GAS,89293.0,1177420.0,70338.0,1575.445,1,0,1
59913,2023,VA,1773.3,0.6622,Electric Utility,GAS,10286001.0,66713288.0,3964668.0,770.886,1,0,1
10633,2023,VA,399.0,0.261,IPP CHP,GAS,912120.0,7019981.0,417244.0,914.889,1,0,1
7839,2023,VA,892.5,0.1089,Electric Utility,GAS,851408.0,8678749.0,518688.0,1218.423,1,0,1
7837,2023,VA,509.1,0.0531,Electric Utility,GAS,236859.0,2912577.0,173232.0,1462.747,1,0,1
3799,2023,VA,82.8,0.0002,Electric Utility,OIL,134.0,2632.0,215.0,3208.0,1,0,1
7836,2023,VA,513.3,0.0479,Electric Utility,GAS,215386.0,2409603.0,143370.0,1331.281,1,0,1
3800,2023,VA,82.8,0.0021,Electric Utility,OIL,1516.0,25007.0,2042.0,2694.121,1,0,1
3804,2023,VA,709.0,0.301,Electric Utility,GAS,1869422.0,13686772.0,813390.0,870.205,1,0,1
59004,2023,VA,812.0,0.6228,IPP Non-CHP,GAS,4430148.0,31349488.0,1821332.0,822.245,1,0,1
7838,2023,VA,705.5,0.0499,Electric Utility,GAS,308482.0,3046871.0,182519.0,1183.336,1,0,1
54081,2023,VA,114.8,0.0566,IPP CHP,GAS,56935.0,342380.0,20347.0,714.761,1,0,1
3785,2023,VA,27.0,0.0099,IPP Non-CHP,OIL,2338.0,54579.0,4428.0,3787.425,1,0,1
55439,2023,VA,1011.4,0.4439,IPP Non-CHP,GAS,3933012.0,28323991.0,1684193.0,856.439,1,0,1
56808,2023,VA,668.0,0.1287,Electric Utility,COAL,753348.0,8955820.0,802815.0,2131.325,1,0,1
55939,2023,VA,1472.2,0.6567,Electric Utility,GAS,8468725.0,58086030.0,3451964.0,815.226,1,0,1
50900,2023,VA,160.9,0.4704,Industrial CHP,GAS,663062.0,4019228.0,0.0,0.0,1,0,1
54998,2023,VA,60.0,0.0948,Commercial CHP,OIL,49848.0,381725.0,23468.0,941.602,1,0,1
55285,2023,VA,285.0,0.0309,IPP Non-CHP,GAS,77112.0,847654.0,50345.0,1305.766,1,0,1
3809,2023,VA,882.0,0.0,Electric Utility,OIL,0.0,20096.0,1625.0,0.0,1,0,1
50491,2023,WV,115.5,0.6597,Industrial CHP,GAS,667439.0,4403030.0,178631.0,535.272,0,1,1
55284,2023,WV,353.4,0.105,IPP Non-CHP,GAS,324962.0,3626619.0,215389.0,1325.623,0,1,1
55276,2023,WV,519.0,0.1033,Electric Utility,GAS,469800.0,5793470.0,341802.0,1455.095,0,1,1
3943,2023,WV,1152.0,0.4328,Electric Utility,COAL,4367854.0,43601259.0,4473492.0,2048.37,0,1,1
10151,2023,WV,95.7,0.7142,IPP Non-CHP,COAL,598706.0,7785026.0,798740.0,2668.222,0,1,1
3944,2023,WV,2052.0,0.6227,Electric Utility,COAL,11192671.0,119151095.0,12224898.0,2184.447,0,1,1
3935,2023,WV,2932.6,0.3321,Electric Utility,COAL,8530226.0,93206510.0,9557750.0,2240.914,0,1,1
56671,2023,WV,807.5,0.5543,IPP Non-CHP,COAL,3921097.0,37309141.0,3827911.0,1952.47,0,1,1
3948,2023,WV,1632.6,0.2327,Electric Utility,COAL,3327304.0,38158333.0,3908528.0,2349.366,0,1,1
3954,2023,WV,1680.9,0.239,Electric Utility,COAL,3519306.0,37922955.0,3890891.0,2211.17,0,1,1
6264,2023,WV,1300.0,0.4363,Electric Utility,COAL,4968702.0,51715848.0,5301428.0,2133.929,0,1,1
55349,2023,WV,344.0,0.7304,IPP Non-CHP,GAS,2200939.0,23000402.0,1367173.0,1242.354,0,1,1
6004,2023,WV,1368.0,0.3824,IPP Non-CHP,COAL,4583015.0,48806716.0,5007568.0,2185.272,0,1,1
55279,2022,IL,1086.2,0.0356,IPP Non-CHP,GAS,339135.0,3529728.0,209761.0,1237.035,0,0,1
55296,2022,IL,312.8,0.0031,IPP Non-CHP,GAS,8406.0,89411.0,5314.0,1264.258,0,0,1
55188,2022,IL,611.2,0.0672,IPP Non-CHP,GAS,359695.0,2559259.0,152097.0,845.7,0,0,1
55253,2022,IL,356.0,0.0076,IPP Non-CHP,GAS,23794.0,305739.0,18169.0,1527.205,0,0,1
55438,2022,IL,540.0,0.0271,IPP Non-CHP,GAS,128036.0,1520218.0,90344.0,1411.233,0,0,1
55199,2022,IL,1728.0,0.0105,IPP Non-CHP,GAS,158559.0,1802628.0,107127.0,1351.258,0,0,1
56462,2022,IL,29.5,0.0394,Electric Utility,GAS,10168.0,92052.0,5380.0,1058.209,0,0,1
54556,2022,IL,54.6,0.4529,Industrial CHP,GAS,216622.0,1498490.0,87579.0,808.584,0,0,1
62926,2022,IL,1288.6,0.4594,IPP Non-CHP,GAS,5185217.0,34988692.0,2079325.0,802.02,0,0,1
384,2022,IL,1320.0,0.0476,IPP Non-CHP,GAS,550371.0,5753046.0,341042.0,1239.315,0,0,1
55131,2022,IL,1256.0,0.463,IPP Non-CHP,GAS,5094602.0,38951151.0,2314819.0,908.734,0,0,1
876,2022,IL,1319.0,0.3137,IPP Non-CHP,COAL,3624856.0,39155351.0,4106612.0,2265.807,0,0,1
55236,2022,IL,692.0,0.0124,IPP Non-CHP,GAS,75392.0,1056499.0,62787.0,1665.614,0,0,1
55222,2022,IL,692.0,0.0003,IPP Non-CHP,GAS,1931.0,29215.0,1736.0,1798.259,0,0,1
55640,2022,IL,726.0,0.0335,IPP Non-CHP,GAS,213234.0,2063827.0,122652.0,1150.402,0,0,1
55216,2022,IL,218.8,0.3053,IPP CHP,GAS,585238.0,3837556.0,224284.0,766.472,0,0,1
55183,2022,IL,627.5,0.4896,IPP Non-CHP,GAS,2691374.0,19067344.0,1133146.0,842.058,0,0,1
879,2022,IL,1785.6,0.3257,IPP Non-CHP,COAL,5094904.0,59372778.0,6314958.0,2478.931,0,0,1
55238,2022,IL,316.0,0.0286,IPP Non-CHP,GAS,79238.0,813777.0,48360.0,1220.639,0,0,1
55936,2022,IL,168.0,0.0421,IPP Non-CHP,GAS,61887.0,618896.0,36780.0,1188.62,0,0,1
55109,2022,IL,415.5,0.0049,IPP Non-CHP,GAS,17823.0,217349.0,12917.0,1449.487,0,0,1
54044,2022,IL,59.9,0.1748,Commercial CHP,GAS,91737.0,580613.0,33934.0,739.803,0,0,1
55250,2022,IL,353.4,0.026,IPP Non-CHP,GAS,80605.0,845938.0,49901.0,1238.156,0,0,1
883,2022,IL,793.7,0.177,IPP Non-CHP,COAL,1230821.0,14445675.0,1526431.0,2480.346,0,0,1
884,2022,IL,598.4,0.058,IPP Non-CHP,COAL,304087.0,3711570.0,392018.0,2578.328,0,0,1
972,2022,IL,33.4,0.0085,Electric Utility,GAS,2481.0,41013.0,2427.0,1956.268,0,0,1
55392,2022,IL,596.7,0.0634,IPP Non-CHP,GAS,331565.0,3723004.0,222882.0,1344.426,0,0,1
7336,2022,IN,168.7,0.0271,Electric Utility,GAS,40003.0,519368.0,31463.0,1573.024,0,0,1
983,2022,IN,1303.8,0.509,Electric Utility,COAL,5813741.0,63297933.0,6494365.0,2234.143,0,0,1
55502,2022,IN,1232.0,0.7891,IPP Non-CHP,GAS,8516235.0,62947829.0,3740899.0,878.533,0,0,1
7335,2022,IN,82.8,0.0182,Electric Utility,GAS,13172.0,175945.0,10864.0,1649.508,0,0,1
6166,2022,IN,2600.0,0.1976,Electric Utility,COAL,4500501.0,67017872.0,7027944.0,3123.183,0,0,1
57794,2022,IN,780.0,0.7295,IPP Non-CHP,GAS,4984533.0,34323169.0,2039775.0,818.442,0,0,1
50366,2022,IN,39.6,0.2275,Commercial CHP,GAS,78925.0,446046.0,26094.0,661.226,0,0,1
1040,2022,IN,93.9,0.0612,Electric Utility,COAL,50370.0,709198.0,72765.0,2889.212,0,0,1
1353,2022,KY,280.5,0.2075,Electric Utility,GAS,509951.0,5272828.0,313359.0,1228.976,0,1,1
6018,2022,KY,772.0,0.4107,Electric Utility,COAL,2777700.0,33191840.0,3405481.0,2452.015,0,1,1
6041,2022,KY,1608.5,0.5955,Electric Utility,COAL,8390600.0,78355968.0,8039325.0,1916.27,0,1,1
1384,2022,KY,344.0,0.1823,Electric Utility,COAL,549282.0,5962589.0,611762.0,2227.495,0,1,1
55198,2022,KY,1150.0,0.0646,IPP Non-CHP,GAS,650913.0,7274930.0,432339.0,1328.407,0,1,1
54,2022,KY,1055.0,0.0769,Electric Utility,GAS,710543.0,8926541.0,533967.0,1502.983,0,1,1
55297,2022,MI,1176.0,0.6604,IPP Non-CHP,GAS,6803547.0,52480554.0,3118851.0,916.831,0,0,1
55460,2022,MI,1174.4,0.2991,IPP Non-CHP,GAS,3077086.0,21291017.0,1265294.0,822.397,0,0,1
50555,2022,NC,180.0,0.001,Electric Utility,OIL,1643.0,19019.0,1542.0,1877.441,0,1,1
55262,2022,OH,49.5,0.0034,Electric Utility,GAS,1458.0,15774.0,931.0,1277.366,0,0,1
55263,2022,OH,49.5,0.0035,Electric Utility,GAS,1502.0,13300.0,786.0,1046.871,0,0,1
55264,2022,OH,49.5,0.0033,Electric Utility,GAS,1430.0,16598.0,980.0,1370.769,0,0,1
55990,2022,OH,26.1,0.7073,IPP CHP,GAS,161718.0,853942.0,49908.0,617.225,0,0,1
2836,2022,OH,712.1,0.0786,IPP Non-CHP,COAL,490157.0,4621932.0,473835.0,1933.4,0,0,1
2878,2022,OH,187.0,0.5511,IPP CHP,OIL,902679.0,11923307.0,1257312.0,2785.735,0,0,1
2903,2022,OH,39.3,0.008,Electric Utility,GAS,2756.0,45053.0,2669.0,1936.71,0,0,1
2828,2022,OH,1880.4,0.653,IPP Non-CHP,COAL,10755882.0,107777853.0,11057220.0,2056.032,0,0,1
59773,2022,OH,832.3,0.7311,IPP Non-CHP,GAS,5330523.0,39171278.0,2327899.0,873.422,0,0,1
57908,2022,OH,47.2,0.4991,Commercial CHP,GAS,206347.0,1147285.0,67143.0,650.772,0,0,1
60376,2022,OH,962.0,0.7555,IPP Non-CHP,GAS,6366323.0,43752567.0,2600157.0,816.847,0,0,1
55247,2022,OH,564.0,0.0698,IPP Non-CHP,GAS,344734.0,4144909.0,249374.0,1446.763,0,0,1
2831,2022,OH,159.1,0.0082,IPP Non-CHP,GAS,11389.0,87358.0,5106.0,896.58,0,0,1
2914,2022,OH,49.6,0.1796,Electric Utility,COAL,78030.0,1314957.0,134685.0,3452.131,0,0,1
55350,2022,OH,678.3,0.7517,Electric Utility,GAS,4466737.0,29549925.0,1756107.0,786.304,0,0,1
55701,2022,OH,739.5,0.6134,Electric Utility,GAS,3973796.0,27993900.0,1663636.0,837.303,0,0,1
8102,2022,OH,2600.0,0.527,IPP Non-CHP,COAL,12002301.0,120302728.0,12341946.0,2056.597,0,0,1
55228,2022,OH,236.0,0.0968,Electric Utility,GAS,200086.0,2092899.0,123572.0,1235.191,0,0,1
55736,2022,OH,1429.8,0.7968,IPP Non-CHP,GAS,9979375.0,72152363.0,4287920.0,859.356,0,0,1
2876,2022,OH,1086.5,0.5494,Electric Utility,COAL,5229446.0,59249637.0,6079003.0,2324.913,0,0,1
61322,2022,OH,1043.8,0.2835,IPP Non-CHP,GAS,2592141.0,16339177.0,971012.0,749.197,0,0,1
55110,2022,OH,692.0,0.1065,Electric Utility,GAS,645270.0,8314789.0,494105.0,1531.466,0,0,1
2832,2022,OH,1180.8,0.6034,IPP Non-CHP,COAL,6241192.0,64094294.0,6576076.0,2107.314,0,0,1
59326,2022,OH,543.9,0.7464,IPP Non-CHP,GAS,3556461.0,23989630.0,1425670.0,801.735,0,0,1
2848,2022,OH,32.6,0.001,IPP Non-CHP,GAS,297.0,13392.0,783.0,5270.633,0,0,1
7783,2022,OH,32.0,0.0034,Electric Utility,GAS,961.0,10770.0,635.0,1322.164,0,0,1
7782,2022,OH,32.0,0.0045,Electric Utility,GAS,1258.0,15140.0,893.0,1419.714,0,0,1
59764,2022,OH,1061.5,0.6088,IPP Non-CHP,GAS,5660712.0,38733171.0,2301852.0,813.273,0,0,1
2935,2022,OH,84.5,0.0399,Electric Utility,COAL,29511.0,507466.0,45661.0,3094.493,0,0,1
2936,2022,OH,55.5,0.0001,Electric Utility,COAL,38.0,6167.0,546.0,28762.053,0,0,1
2937,2022,OH,36.3,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,0,0,1
10244,2022,OH,92.8,0.425,Industrial CHP,GAS,345489.0,1517664.0,0.0,0.0,0,0,1
2880,2022,OH,450.0,0.0693,IPP Non-CHP,GAS,273209.0,3544255.0,210630.0,1541.9,0,0,1
7872,2022,OH,594.0,0.1057,Electric Utility,GAS,549760.0,5928550.0,350158.0,1273.858,0,0,1
55401,2022,OH,977.5,0.1638,IPP Non-CHP,GAS,1402678.0,15482830.0,920133.0,1311.966,0,0,1
60356,2022,OH,1210.4,0.8008,IPP Non-CHP,GAS,8490504.0,55878140.0,3320759.0,782.229,0,0,1
2942,2022,OH,25.0,0.001,Electric Utility,OIL,213.0,196815.0,14062.0,132035.7,0,0,1
2847,2022,OH,680.6,0.1936,IPP Non-CHP,GAS,1154306.0,14515347.0,858095.0,1486.771,0,0,1
55348,2022,OH,795.6,0.1474,IPP Non-CHP,GAS,1027415.0,10927166.0,650714.0,1266.702,0,0,1
2866,2022,OH,1706.5,0.3516,IPP Non-CHP,COAL,5256645.0,63004674.0,6607928.0,2514.124,0,0,1
6019,2022,OH,1425.6,0.244,IPP Non-CHP,COAL,3046993.0,32715876.0,3356445.0,2203.12,0,0,1
55397,2022,OH,714.9,0.796,IPP Non-CHP,GAS,4984653.0,36289378.0,2156631.0,865.309,0,0,1
55503,2022,OH,921.6,0.822,IPP Non-CHP,GAS,6636082.0,46791681.0,2780761.0,838.073,0,0,1
2909,2022,OH,32.0,0.0,Electric Utility,GAS,0.0,0.0,0.0,0.0,0,0,1
2869,2022,OH,555.6,0.1264,IPP Non-CHP,OIL,615209.0,7525591.0,451238.0,1466.941,0,0,1
7158,2022,OH,571.8,0.0202,Electric Utility,GAS,101264.0,1833386.0,116535.0,2301.611,0,0,1
2854,2022,OH,126.6,0.0168,IPP Non-CHP,GAS,18591.0,263723.0,15413.0,1658.132,0,0,1
56807,2022,VA,559.0,0.4917,Electric Utility,GAS,2407706.0,17069957.0,1018087.0,845.69,1,0,1
58260,2022,VA,1472.2,0.5605,Electric Utility,GAS,7228016.0,51184898.0,3041844.0,841.681,1,0,1
55738,2022,VA,88.0,0.4302,IPP Non-CHP,GAS,331611.0,3153157.0,187385.0,1130.149,1,0,1
52089,2022,VA,27.2,0.6923,Industrial CHP,GAS,164960.0,946717.0,55330.0,670.835,1,0,1
3803,2022,VA,51.1,0.0034,Electric Utility,OIL,1533.0,25438.0,2077.0,2710.163,1,0,1
3797,2022,VA,1499.5,0.2506,Electric Utility,COAL,3292150.0,29440387.0,2388415.0,1450.976,1,0,1
3775,2022,VA,475.0,0.0206,Electric Utility,GAS,85724.0,1028960.0,61148.0,1426.614,1,0,1
7213,2022,VA,848.0,0.085,Electric Utility,COAL,631232.0,7158960.0,734507.0,2327.218,1,0,1
55381,2022,VA,402.5,0.0158,IPP Non-CHP,OIL,55864.0,577711.0,46878.0,1678.279,1,0,1
7212,2022,VA,368.4,0.017,Electric Utility,GAS,54999.0,703207.0,48690.0,1770.559,1,0,1
52019,2022,VA,1313.0,0.3985,IPP Non-CHP,GAS,4583416.0,41781579.0,2493716.0,1088.147,1,0,1
52087,2022,VA,388.8,0.018,Electric Utility,GAS,61298.0,771311.0,53188.0,1735.388,1,0,1
54844,2022,VA,300.4,0.3882,Electric Utility,GAS,1021654.0,8517052.0,510649.0,999.651,1,0,1
7032,2022,VA,407.7,0.0091,Electric Utility,GAS,32616.0,424750.0,28793.0,1765.581,1,0,1
59913,2022,VA,1773.3,0.7175,Electric Utility,GAS,11145392.0,72122470.0,4286145.0,769.133,1,0,1
10633,2022,VA,399.0,0.1939,IPP CHP,GAS,677731.0,5616776.0,338971.0,1000.312,1,0,1
52152,2022,VA,82.5,0.2867,Industrial CHP,GAS,207161.0,0.0,0.0,0.0,1,0,1
7839,2022,VA,892.5,0.112,Electric Utility,GAS,875311.0,8957830.0,550696.0,1258.287,1,0,1
7837,2022,VA,509.1,0.0524,Electric Utility,GAS,233835.0,2762360.0,168789.0,1443.661,1,0,1
3799,2022,VA,82.8,0.0036,Electric Utility,OIL,2615.0,47352.0,3867.0,2957.476,1,0,1
7836,2022,VA,513.3,0.0742,Electric Utility,GAS,333810.0,3659616.0,223460.0,1338.845,1,0,1
3800,2022,VA,82.8,0.0273,Electric Utility,OIL,19824.0,332771.0,27175.0,2741.63,1,0,1
3804,2022,VA,709.0,0.2844,Electric Utility,GAS,1766039.0,13042295.0,777459.0,880.455,1,0,1
59004,2022,VA,812.0,0.4921,IPP Non-CHP,GAS,3500284.0,24641530.0,1444186.0,825.182,1,0,1
7838,2022,VA,705.5,0.1141,Electric Utility,GAS,705265.0,7245536.0,441692.0,1252.555,1,0,1
54081,2022,VA,114.8,0.0678,IPP CHP,GAS,68207.0,410523.0,24397.0,715.389,1,0,1
3785,2022,VA,27.0,0.0074,IPP Non-CHP,OIL,1749.0,41765.0,3388.0,3874.214,1,0,1
55439,2022,VA,1011.4,0.4205,IPP Non-CHP,GAS,3725379.0,26761636.0,1592749.0,855.08,1,0,1
56808,2022,VA,668.0,0.233,Electric Utility,COAL,1363496.0,14833805.0,1400433.0,2054.18,1,0,1
55939,2022,VA,1472.2,0.5938,Electric Utility,GAS,7658025.0,52870869.0,3142028.0,820.585,1,0,1
54998,2022,VA,60.0,0.2374,Commercial CHP,OIL,124779.0,1003095.0,64399.0,1032.203,1,0,1
55285,2022,VA,285.0,0.0144,IPP Non-CHP,GAS,35916.0,427929.0,25210.0,1403.809,1,0,1
3809,2022,VA,882.0,0.004,Electric Utility,OIL,30519.0,423923.0,34295.0,2247.427,1,0,1
50491,2022,WV,115.5,0.5079,Industrial CHP,GAS,513834.0,3466719.0,204509.0,796.011,0,1,1
55284,2022,WV,353.4,0.0834,IPP Non-CHP,GAS,258049.0,2806997.0,165579.0,1283.315,0,1,1
55276,2022,WV,519.0,0.0876,Electric Utility,GAS,398273.0,4847924.0,286044.0,1436.421,0,1,1
3943,2022,WV,1152.0,0.4909,Electric Utility,COAL,4954208.0,51504797.0,5284387.0,2133.292,0,1,1
10151,2022,WV,95.7,0.7327,IPP Non-CHP,COAL,614244.0,8079647.0,828980.0,2699.189,0,1,1
3944,2022,WV,2052.0,0.6708,Electric Utility,COAL,12058137.0,124630985.0,12787135.0,2120.914,0,1,1
3935,2022,WV,2932.6,0.2844,Electric Utility,COAL,7306252.0,78748564.0,8079241.0,2211.597,0,1,1
56671,2022,WV,807.5,0.6446,IPP Non-CHP,COAL,4559836.0,42116988.0,4321201.0,1895.332,0,1,1
3948,2022,WV,1632.6,0.2449,Electric Utility,COAL,3501887.0,39471973.0,4048991.0,2312.462,0,1,1
3954,2022,WV,1680.9,0.3154,Electric Utility,COAL,4644202.0,48680262.0,4994593.0,2150.894,0,1,1
6264,2022,WV,1300.0,0.4581,Electric Utility,COAL,5216833.0,53453739.0,5481463.0,2101.452,0,1,1
55349,2022,WV,344.0,0.301,IPP Non-CHP,GAS,906927.0,9569666.0,572191.0,1261.824,0,1,1
6004,2022,WV,1368.0,0.6743,IPP Non-CHP,COAL,8080662.0,82324426.0,8446479.0,2090.541,0,1,1
55279,2021,IL,1086.2,0.0814,IPP Non-CHP,GAS,774176.0,7815525.0,464463.0,1199.891,0,0,1
55296,2021,IL,312.8,0.0071,IPP Non-CHP,GAS,19348.0,390481.0,22682.0,2344.645,0,0,1
55188,2021,IL,611.2,0.4166,IPP Non-CHP,GAS,2230323.0,15246182.0,906090.0,812.519,0,0,1
