ORISPL,YEAR,PSTATABB,NAMEPCAP,CAPFAC,SECTOR,PLFUELCT,PLNGENAN,PLHTIAN,PLCO2AN,PLCO2RTA,TREATED,NEIGHBOR,POST
2942,2018,OH,41.8,0.0004,Electric Utility,OIL,158.0,2998.0,214.0,2711.354,0,0,0
55248,2018,OH,376.0,0.1257,IPP Non-CHP,GAS,413954.0,5446918.0,321866.0,1555.082,0,0,0
55348,2018,OH,795.6,0.0791,IPP Non-CHP,GAS,550924.0,5878235.0,350283.0,1271.619,0,0,0
2866,2018,OH,2468.1,0.2205,IPP Non-CHP,COAL,4766665.0,54162168.0,5680516.0,2383.434,0,0,0
6019,2018,OH,1425.6,0.6485,IPP Non-CHP,COAL,8099135.0,75887346.0,7782353.0,1921.774,0,0,0
55503,2018,OH,921.6,0.7656,IPP Non-CHP,GAS,6180696.0,43352058.0,2576348.0,833.676,0,0,0
2909,2018,OH,32.0,0.0012,Electric Utility,GAS,333.0,4083.0,239.0,1433.213,0,0,0
2869,2018,OH,555.6,0.0089,IPP Non-CHP,OIL,43237.0,688320.0,55912.0,2586.302,0,0,0
7158,2018,OH,571.8,0.0233,Electric Utility,GAS,116441.0,1910108.0,113516.0,1949.765,0,0,0
2854,2018,OH,126.6,0.0066,Electric Utility,GAS,7331.0,105970.0,6193.0,1689.638,0,0,0
50481,2018,TN,194.3,0.6784,Industrial CHP,COAL,1154732.0,6998540.0,538317.0,932.367,0,0,0
56807,2018,VA,559.0,0.8195,Electric Utility,GAS,4012754.0,28216382.0,1679115.0,836.889,1,0,0
50966,2018,VA,330.0,0.0138,Electric Utility,GAS,39792.0,357536.0,28560.0,1435.485,1,0,0
54304,2018,VA,258.3,0.242,IPP Non-CHP,COAL,547512.0,5999989.0,617734.0,2256.513,1,0,0
3796,2018,VA,254.2,0.0063,Electric Utility,GAS,14083.0,164355.0,9767.0,1387.091,1,0,0
58260,2018,VA,1472.2,0.6544,Electric Utility,GAS,8439453.0,58507014.0,3476932.0,823.971,1,0,0
55738,2018,VA,88.0,0.2549,IPP Non-CHP,GAS,196485.0,1858017.0,110420.0,1123.948,1,0,0
52089,2018,VA,29.8,0.656,Industrial CHP,GAS,171254.0,978776.0,57204.0,668.061,1,0,0
3803,2018,VA,812.1,0.0002,Electric Utility,OIL,1529.0,21135.0,1726.0,2257.613,1,0,0
3797,2018,VA,1799.5,0.2632,Electric Utility,COAL,4149677.0,41648661.0,3444039.0,1659.907,1,0,0
10377,2018,VA,114.8,0.0439,IPP CHP,COAL,44177.0,261914.0,26872.0,1216.557,1,0,0
3775,2018,VA,712.5,0.0903,Electric Utility,GAS,563546.0,6749917.0,401136.0,1423.615,1,0,0
7213,2018,VA,848.0,0.3927,Electric Utility,COAL,2917180.0,32619504.0,3346764.0,2294.52,1,0,0
55381,2018,VA,402.5,0.0296,IPP Non-CHP,OIL,104503.0,1105272.0,89684.0,1716.397,1,0,0
7212,2018,VA,368.4,0.0264,Electric Utility,GAS,85266.0,1061810.0,72567.0,1702.134,1,0,0
52019,2018,VA,1313.0,0.4224,IPP Non-CHP,GAS,4858224.0,44913228.0,2676266.0,1101.746,1,0,0
52087,2018,VA,388.8,0.074,Electric Utility,GAS,252115.0,3055783.0,192312.0,1525.586,1,0,0
54844,2018,VA,300.4,0.31,Electric Utility,GAS,815652.0,7142344.0,429217.0,1052.452,1,0,0
7032,2018,VA,407.7,0.0256,Electric Utility,GAS,91390.0,1150585.0,75899.0,1661.0,1,0,0
59913,2018,VA,1773.3,0.0591,Electric Utility,GAS,917306.0,5364655.0,318816.0,695.114,1,0,0
10633,2018,VA,399.0,0.4103,IPP CHP,GAS,1434087.0,11918621.0,715902.0,998.408,1,0,0
7839,2018,VA,892.5,0.0893,Electric Utility,GAS,698227.0,7043619.0,428997.0,1228.818,1,0,0
7837,2018,VA,509.1,0.1205,Electric Utility,GAS,537225.0,6108869.0,368432.0,1371.613,1,0,0
3799,2018,VA,82.8,0.004,Electric Utility,OIL,2916.0,45946.0,3752.0,2573.446,1,0,0
7836,2018,VA,708.8,0.0908,Electric Utility,GAS,564064.0,5869446.0,354757.0,1257.862,1,0,0
52007,2018,VA,139.8,0.0474,Electric Utility,COAL,57984.0,732394.0,75143.0,2591.849,1,0,0
3800,2018,VA,82.8,0.0035,Electric Utility,OIL,2525.0,39264.0,3206.0,2539.732,1,0,0
59004,2018,VA,812.0,0.6844,IPP Non-CHP,GAS,4868251.0,34655006.0,2059494.0,846.092,1,0,0
3804,2018,VA,2081.9,0.2042,Electric Utility,GAS,3723249.0,27463158.0,1645404.0,883.854,1,0,0
7838,2018,VA,705.5,0.1544,Electric Utility,GAS,954324.0,9614510.0,580356.0,1216.266,1,0,0
10017,2018,VA,101.0,0.6425,Industrial CHP,COAL,568429.0,4375555.0,166115.0,584.471,1,0,0
54081,2018,VA,229.6,0.0194,IPP CHP,COAL,38985.0,243394.0,24972.0,1281.108,1,0,0
3785,2018,VA,27.0,0.0033,IPP Non-CHP,OIL,768.0,18509.0,1511.0,3936.193,1,0,0
55439,2018,VA,946.1,0.6964,IPP Non-CHP,GAS,5771750.0,40861838.0,2428534.0,841.524,1,0,0
56808,2018,VA,668.0,0.5055,Electric Utility,COAL,2957761.0,30117272.0,2873581.0,1943.079,1,0,0
55939,2018,VA,1472.2,0.6361,Electric Utility,GAS,8203122.0,56474491.0,3356202.0,818.274,1,0,0
55285,2018,VA,285.0,0.0438,IPP Non-CHP,GAS,109393.0,1270357.0,74902.0,1369.402,1,0,0
3809,2018,VA,1257.0,0.0569,Electric Utility,OIL,626058.0,6470166.0,602347.0,1924.252,1,0,0
50491,2018,WV,123.0,0.3501,Industrial CHP,COAL,377232.0,1920214.0,113830.0,603.499,0,1,0
55284,2018,WV,353.4,0.0516,IPP Non-CHP,GAS,159791.0,1757756.0,103655.0,1297.386,0,1,0
55276,2018,WV,519.0,0.034,Electric Utility,GAS,154586.0,1861161.0,109811.0,1420.71,0,1,0
3943,2018,WV,1152.0,0.596,Electric Utility,COAL,6014055.0,58988707.0,6065531.0,2017.118,0,1,0
10151,2018,WV,95.7,0.755,IPP Non-CHP,COAL,632907.0,9231340.0,947140.0,2992.984,0,1,0
3944,2018,WV,2052.0,0.7372,Electric Utility,COAL,13251012.0,129249324.0,13260973.0,2001.503,0,1,0
3935,2018,WV,2932.6,0.5055,Electric Utility,COAL,12984722.0,133639169.0,13710915.0,2111.853,0,1,0
56671,2018,WV,807.5,0.7386,IPP Non-CHP,COAL,5224706.0,48831119.0,5010070.0,1917.838,0,1,0
3948,2018,WV,1632.6,0.3848,Electric Utility,COAL,5503291.0,60202216.0,6174808.0,2244.042,0,1,0
10743,2018,WV,68.9,0.6383,IPP CHP,COAL,385266.0,3345291.0,352222.0,1828.463,0,1,0
3954,2018,WV,1680.9,0.3755,Electric Utility,COAL,5528936.0,57168000.0,5865433.0,2121.722,0,1,0
6264,2018,WV,1300.0,0.5014,Electric Utility,COAL,5710017.0,58340963.0,5984597.0,2096.175,0,1,0
55349,2018,WV,344.0,0.2307,IPP Non-CHP,GAS,695107.0,7217231.0,432179.0,1243.489,0,1,0
6004,2018,WV,1368.0,0.5859,IPP Non-CHP,COAL,7021328.0,71132763.0,7298217.0,2078.871,0,1,0
55279,2019,IL,1086.2,0.0684,IPP Non-CHP,GAS,650745.0,6622162.0,393549.0,1209.534,0,0,0
55296,2019,IL,312.8,0.0052,IPP Non-CHP,GAS,14330.0,145337.0,8442.0,1178.187,0,0,0
55188,2019,IL,611.2,0.313,IPP Non-CHP,GAS,1675878.0,11312057.0,672284.0,802.307,0,0,0
55253,2019,IL,356.0,0.0216,IPP Non-CHP,GAS,67432.0,885012.0,52594.0,1559.925,0,0,0
55438,2019,IL,540.0,0.0541,IPP Non-CHP,GAS,255682.0,2908410.0,172842.0,1352.011,0,0,0
55199,2019,IL,1728.0,0.0165,IPP Non-CHP,GAS,249066.0,2908670.0,172859.0,1388.054,0,0,0
886,2019,IL,662.8,0.0004,IPP Non-CHP,OIL,2543.0,55292.0,4477.0,3520.805,0,0,0
56462,2019,IL,31.5,0.015,Electric Utility,GAS,4140.0,35078.0,2050.0,990.394,0,0,0
54556,2019,IL,54.6,0.5054,Industrial CHP,COAL,241752.0,1664559.0,145845.0,1206.564,0,0,0
384,2019,IL,1320.0,0.1228,IPP Non-CHP,GAS,1419542.0,14754149.0,874621.0,1232.257,0,0,0
55131,2019,IL,1256.0,0.6004,IPP Non-CHP,GAS,6605374.0,51521846.0,3061879.0,927.087,0,0,0
876,2019,IL,1319.0,0.2696,IPP Non-CHP,COAL,3114921.0,33203888.0,3482424.0,2235.963,0,0,0
55236,2019,IL,692.0,0.0233,IPP Non-CHP,GAS,141054.0,1858665.0,110458.0,1566.181,0,0,0
55222,2019,IL,692.0,0.002,IPP Non-CHP,GAS,11817.0,176103.0,10465.0,1771.198,0,0,0
55640,2019,IL,726.0,0.0821,IPP Non-CHP,GAS,522159.0,5130922.0,304921.0,1167.926,0,0,0
55216,2019,IL,212.5,0.351,IPP CHP,GAS,653343.0,4255713.0,248723.0,761.386,0,0,0
55183,2019,IL,627.5,0.7308,IPP Non-CHP,GAS,4017076.0,28040822.0,1666427.0,829.672,0,0,0
879,2019,IL,1785.6,0.1493,IPP Non-CHP,COAL,2334751.0,29651136.0,3153749.0,2701.572,0,0,0
55238,2019,IL,316.0,0.0478,IPP Non-CHP,GAS,132219.0,1419636.0,84367.0,1276.169,0,0,0
55936,2019,IL,168.0,0.058,IPP Non-CHP,GAS,85390.0,862798.0,51275.0,1200.959,0,0,0
55109,2019,IL,415.5,0.0132,IPP Non-CHP,GAS,47908.0,577558.0,34484.0,1439.573,0,0,0
961,2019,IL,27.3,0.0048,Electric Utility,GAS,1146.0,11403.0,847.0,1478.911,0,0,0
55281,2019,IL,407.2,0.0118,IPP Non-CHP,GAS,42137.0,607241.0,35854.0,1701.773,0,0,0
54044,2019,IL,59.9,0.2316,Commercial CHP,GAS,121546.0,652193.0,38117.0,627.205,0,0,0
55250,2019,IL,353.4,0.0683,IPP Non-CHP,GAS,211479.0,2354094.0,138878.0,1313.394,0,0,0
883,2019,IL,914.7,0.149,IPP Non-CHP,COAL,1193868.0,14452982.0,1529257.0,2561.854,0,0,0
884,2019,IL,1268.8,0.0699,IPP Non-CHP,COAL,776767.0,9149106.0,966337.0,2488.1,0,0,0
972,2019,IL,33.4,0.0097,Electric Utility,GAS,2841.0,46162.0,2710.0,1907.944,0,0,0
55392,2019,IL,994.5,0.0686,IPP Non-CHP,GAS,597390.0,7308070.0,434375.0,1454.243,0,0,0
7336,2019,IN,168.7,0.0043,Electric Utility,GAS,6297.0,82276.0,5268.0,1673.146,0,0,0
55502,2019,IN,1232.0,0.7331,IPP Non-CHP,GAS,7912142.0,57897452.0,3440767.0,869.744,0,0,0
7335,2019,IN,82.8,0.0035,Electric Utility,GAS,2523.0,33206.0,2028.0,1607.936,0,0,0
6166,2019,IN,2600.0,0.3577,Electric Utility,COAL,8146946.0,80067966.0,8395922.0,2061.121,0,0,0
57794,2019,IN,2186.0,0.2934,IPP Non-CHP,GAS,5617872.0,37803954.0,2246634.0,799.817,0,0,0
50366,2019,IN,39.6,0.2329,Commercial CHP,GAS,80799.0,457168.0,28706.0,710.552,0,0,0
1040,2019,IN,93.9,0.0469,Electric Utility,COAL,38593.0,523885.0,53749.0,2785.414,0,0,0
1353,2019,KY,1096.8,0.1106,Electric Utility,GAS,1062894.0,10644440.0,632584.0,1190.305,0,1,0
6018,2019,KY,772.0,0.4681,Electric Utility,COAL,3165500.0,36252984.0,3719554.0,2350.057,0,1,0
6041,2019,KY,1608.5,0.418,Electric Utility,COAL,5889596.0,53954630.0,5535736.0,1879.835,0,1,0
1384,2019,KY,344.0,0.056,Electric Utility,COAL,168610.0,2026258.0,207894.0,2465.977,0,1,0
55198,2019,KY,1150.0,0.0374,IPP Non-CHP,GAS,376501.0,4252409.0,252714.0,1342.435,0,1,0
54,2019,KY,1663.4,0.0244,Electric Utility,GAS,355650.0,4329858.0,257369.0,1447.317,0,1,0
55297,2019,MI,1176.0,0.7189,IPP Non-CHP,GAS,7405770.0,50958125.0,3028366.0,817.84,0,0,0
10384,2019,NC,114.8,0.0,IPP CHP,COAL,0.0,0.0,0.0,0.0,0,1,0
50555,2019,NC,180.0,0.0019,Electric Utility,OIL,2992.0,31243.0,2534.0,1693.571,0,1,0
55262,2019,OH,49.5,0.0058,Electric Utility,GAS,2533.0,31839.0,1879.0,1483.695,0,0,0
55263,2019,OH,49.5,0.0046,Electric Utility,GAS,1977.0,24673.0,1455.0,1471.826,0,0,0
55264,2019,OH,49.5,0.0051,Electric Utility,GAS,2197.0,26722.0,1577.0,1435.139,0,0,0
55990,2019,OH,26.1,0.8426,IPP CHP,GAS,192655.0,1001198.0,58515.0,607.454,0,0,0
2836,2019,OH,873.1,0.058,IPP Non-CHP,COAL,443676.0,4588658.0,470748.0,2122.034,0,0,0
2878,2019,OH,665.3,0.1168,IPP Non-CHP,OIL,680705.0,9006411.0,949720.0,2790.402,0,0,0
2903,2019,OH,39.3,0.0069,Electric Utility,GAS,2359.0,40066.0,2367.0,2006.737,0,0,0
2828,2019,OH,1880.4,0.5852,IPP Non-CHP,COAL,9640233.0,99848565.0,10241901.0,2124.824,0,0,0
59773,2019,OH,832.3,0.7135,IPP Non-CHP,GAS,5201771.0,37909972.0,2252940.0,866.22,0,0,0
57908,2019,OH,47.2,0.4819,Commercial CHP,GAS,199244.0,1107825.0,64763.0,650.088,0,0,0
60376,2019,OH,962.0,0.7105,IPP Non-CHP,GAS,5987495.0,40675062.0,2417265.0,807.438,0,0,0
2840,2019,OH,2174.8,0.1213,IPP Non-CHP,COAL,2310697.0,26826831.0,2751559.0,2381.584,0,0,0
55247,2019,OH,564.0,0.0789,IPP Non-CHP,GAS,389751.0,4780430.0,282955.0,1451.976,0,0,0
2914,2019,OH,53.6,0.1191,Electric Utility,COAL,55921.0,884000.0,90407.0,3233.378,0,0,0
55350,2019,OH,678.3,0.7506,Electric Utility,GAS,4459872.0,28772428.0,1709908.0,766.797,0,0,0
2831,2019,OH,159.1,0.0038,IPP Non-CHP,GAS,5245.0,160459.0,9378.0,3575.964,0,0,0
55736,2019,OH,1429.8,0.7866,IPP Non-CHP,GAS,9852082.0,71030332.0,4221230.0,856.921,0,0,0
55397,2019,OH,714.9,0.808,IPP Non-CHP,GAS,5060389.0,36245418.0,2154013.0,851.323,0,0,0
2837,2019,OH,1289.0,0.0,IPP Non-CHP,OIL,129.0,13440.0,1098.0,17016.263,0,0,0
55701,2019,OH,739.5,0.2941,Electric Utility,GAS,1905391.0,24765094.0,1471749.0,1544.826,0,0,0
8102,2019,OH,2600.0,0.61,IPP Non-CHP,COAL,13894111.0,138967856.0,14258083.0,2052.392,0,0,0
55228,2019,OH,236.0,0.0923,Electric Utility,GAS,190752.0,2022093.0,119919.0,1257.326,0,0,0
2917,2019,OH,138.1,0.0019,Electric Utility,GAS,2264.0,0.0,0.0,0.0,0,0,0
56848,2019,OH,67.0,0.5672,IPP CHP,COAL,332923.0,1786858.0,104433.0,627.369,0,0,0
2921,2019,OH,33.7,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,0,0,0
55110,2019,OH,692.0,0.0551,Electric Utility,GAS,334086.0,4526960.0,269016.0,1610.458,0,0,0
2832,2019,OH,1444.0,0.5514,IPP Non-CHP,COAL,6974467.0,68208804.0,6998221.0,2006.812,0,0,0
57822,2019,OH,67.0,0.5277,IPP CHP,COAL,309687.0,1664606.0,97288.0,628.298,0,0,0
59326,2019,OH,543.9,0.6988,IPP Non-CHP,GAS,3329496.0,22262926.0,1323052.0,794.746,0,0,0
7783,2019,OH,32.0,0.0048,Electric Utility,GAS,1332.0,18052.0,1064.0,1598.048,0,0,0
7782,2019,OH,32.0,0.0069,Electric Utility,GAS,1919.0,25665.0,1515.0,1578.426,0,0,0
59764,2019,OH,1061.5,0.5907,IPP Non-CHP,GAS,5492860.0,36587764.0,2174355.0,791.702,0,0,0
2935,2019,OH,84.5,0.02,Electric Utility,COAL,14831.0,268756.0,23146.0,3121.266,0,0,0
2936,2019,OH,55.5,0.0055,Electric Utility,COAL,2656.0,48657.0,4895.0,3685.828,0,0,0
10244,2019,OH,92.8,0.4556,Industrial CHP,GAS,370394.0,1516144.0,0.0,0.0,0,0,0
2880,2019,OH,450.0,0.0592,IPP Non-CHP,GAS,233454.0,2933009.0,174304.0,1493.266,0,0,0
7872,2019,OH,594.0,0.0266,Electric Utility,GAS,138433.0,1422808.0,84152.0,1215.784,0,0,0
55401,2019,OH,977.5,0.0669,IPP Non-CHP,GAS,572939.0,6408009.0,380821.0,1329.359,0,0,0
2943,2019,OH,40.0,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,0,0,0
2942,2019,OH,41.8,0.0006,Electric Utility,OIL,207.0,14535.0,1038.0,10033.614,0,0,0
2847,2019,OH,680.6,0.1436,IPP Non-CHP,GAS,856351.0,10675831.0,630392.0,1472.276,0,0,0
55348,2019,OH,795.6,0.0576,IPP Non-CHP,GAS,401519.0,4215690.0,251113.0,1250.816,0,0,0
2866,2019,OH,2468.1,0.183,IPP Non-CHP,COAL,3956914.0,43785982.0,4592274.0,2321.139,0,0,0
6019,2019,OH,1425.6,0.2842,IPP Non-CHP,COAL,3549263.0,40151206.0,4113463.0,2317.925,0,0,0
55503,2019,OH,921.6,0.7506,IPP Non-CHP,GAS,6059414.0,42556037.0,2529043.0,834.748,0,0,0
2909,2019,OH,32.0,0.0012,Electric Utility,GAS,346.0,5240.0,306.0,1770.231,0,0,0
2869,2019,OH,555.6,0.0021,IPP Non-CHP,OIL,10090.0,149508.0,10377.0,2056.854,0,0,0
7158,2019,OH,571.8,0.0276,Electric Utility,GAS,138225.0,1992994.0,123487.0,1786.75,0,0,0
2854,2019,OH,126.6,0.0058,IPP Non-CHP,GAS,6414.0,96600.0,5646.0,1760.444,0,0,0
50481,2019,TN,194.3,0.6176,Industrial CHP,COAL,1051146.0,6170173.0,464460.0,883.721,0,0,0
56807,2019,VA,559.0,0.7267,Electric Utility,GAS,3558440.0,25052968.0,1489568.0,837.203,1,0,0
50966,2019,VA,330.0,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,1,0,0
54304,2019,VA,258.3,0.0214,IPP Non-CHP,COAL,48334.0,745873.0,10093.0,417.639,1,0,0
3796,2019,VA,254.2,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,1,0,0
58260,2019,VA,1472.2,0.6462,Electric Utility,GAS,8333358.0,58476184.0,3475137.0,834.03,1,0,0
55738,2019,VA,88.0,0.4462,IPP Non-CHP,GAS,343967.0,3199418.0,190136.0,1105.549,1,0,0
52089,2019,VA,29.8,0.689,Industrial CHP,GAS,179857.0,1021371.0,59694.0,663.789,1,0,0
3803,2019,VA,812.1,0.0,Electric Utility,OIL,140.0,2317.0,189.0,2703.009,1,0,0
3797,2019,VA,1799.5,0.2293,Electric Utility,GAS,3614833.0,29625094.0,2169587.0,1200.38,1,0,0
10377,2019,VA,114.8,0.0171,IPP CHP,COAL,17158.0,104616.0,10733.0,1251.1,1,0,0
3775,2019,VA,712.5,0.0543,Electric Utility,GAS,338987.0,4096561.0,243453.0,1436.358,1,0,0
7213,2019,VA,848.0,0.1725,Electric Utility,COAL,1281310.0,14106945.0,1447371.0,2259.205,1,0,0
55381,2019,VA,402.5,0.0039,IPP Non-CHP,OIL,13750.0,188073.0,15261.0,2219.72,1,0,0
7212,2019,VA,368.4,0.0194,Electric Utility,GAS,62737.0,789257.0,47203.0,1504.796,1,0,0
52019,2019,VA,1313.0,0.4714,IPP Non-CHP,GAS,5422339.0,50376478.0,2996456.0,1105.226,1,0,0
52087,2019,VA,388.8,0.0288,Electric Utility,GAS,97913.0,1192979.0,70628.0,1442.664,1,0,0
54844,2019,VA,300.4,0.4573,Electric Utility,GAS,1203488.0,10179910.0,605725.0,1006.615,1,0,0
7032,2019,VA,407.7,0.0221,Electric Utility,GAS,78819.0,1020968.0,60617.0,1538.139,1,0,0
59913,2019,VA,1773.3,0.6347,Electric Utility,GAS,9859878.0,64656094.0,3842416.0,779.404,1,0,0
10633,2019,VA,399.0,0.4279,IPP CHP,GAS,1495428.0,12508925.0,743417.0,994.253,1,0,0
7839,2019,VA,892.5,0.0839,Electric Utility,GAS,656039.0,6507058.0,390042.0,1189.081,1,0,0
7837,2019,VA,509.1,0.1092,Electric Utility,GAS,486792.0,5580959.0,331878.0,1363.532,1,0,0
3799,2019,VA,82.8,0.0008,Electric Utility,OIL,599.0,10292.0,840.0,2806.264,1,0,0
7836,2019,VA,708.8,0.1141,Electric Utility,GAS,708342.0,7337606.0,436391.0,1232.147,1,0,0
52007,2019,VA,139.8,0.0,Electric Utility,OIL,0.0,0.0,0.0,0.0,1,0,0
3800,2019,VA,82.8,0.0007,Electric Utility,OIL,535.0,9644.0,788.0,2944.135,1,0,0
59004,2019,VA,812.0,0.5564,IPP Non-CHP,GAS,3957679.0,28332945.0,1683783.0,850.894,1,0,0
3804,2019,VA,2081.9,0.1566,Electric Utility,GAS,2855931.0,20793282.0,1245172.0,871.99,1,0,0
7838,2019,VA,705.5,0.0476,Electric Utility,GAS,294357.0,2968528.0,177496.0,1205.989,1,0,0
10017,2019,VA,101.0,0.6505,Industrial CHP,COAL,575563.0,3198151.0,101028.0,351.059,1,0,0
54081,2019,VA,229.6,0.0081,IPP CHP,COAL,16219.0,105128.0,9512.0,1172.974,1,0,0
3785,2019,VA,27.0,0.0028,IPP Non-CHP,OIL,656.0,12814.0,1046.0,3190.378,1,0,0
55439,2019,VA,1011.4,0.6702,IPP Non-CHP,GAS,5938030.0,41720036.0,2479734.0,835.204,1,0,0
56808,2019,VA,668.0,0.2025,Electric Utility,COAL,1185080.0,14152587.0,1219661.0,2058.36,1,0,0
55939,2019,VA,1472.2,0.68,Electric Utility,GAS,8769572.0,60258746.0,3581101.0,816.711,1,0,0
55285,2019,VA,285.0,0.0462,IPP Non-CHP,GAS,115294.0,1306037.0,77016.0,1335.995,1,0,0
3809,2019,VA,1257.0,0.0056,Electric Utility,OIL,61459.0,850598.0,70106.0,2281.393,1,0,0
50491,2019,WV,123.0,0.6338,Industrial CHP,GAS,682910.0,4426922.0,223841.0,655.551,0,1,0
55284,2019,WV,353.4,0.0794,IPP Non-CHP,GAS,245748.0,2699924.0,159246.0,1296.011,0,1,0
55276,2019,WV,519.0,0.08,Electric Utility,GAS,363635.0,4373505.0,258038.0,1419.212,0,1,0
3943,2019,WV,1152.0,0.664,Electric Utility,COAL,6701026.0,65632054.0,6733848.0,2009.796,0,1,0
10151,2019,WV,95.7,0.7133,IPP Non-CHP,COAL,598016.0,8916529.0,914839.0,3059.582,0,1,0
3944,2019,WV,2052.0,0.7173,Electric Utility,COAL,12894205.0,125969676.0,12924493.0,2004.698,0,1,0
3935,2019,WV,2932.6,0.3813,Electric Utility,COAL,9796207.0,101302104.0,10393186.0,2121.88,0,1,0
56671,2019,WV,807.5,0.7443,IPP Non-CHP,COAL,5264653.0,48599656.0,4986321.0,1894.264,0,1,0
3948,2019,WV,1632.6,0.3525,Electric Utility,COAL,5040707.0,54266048.0,5565467.0,2208.209,0,1,0
10743,2019,WV,68.9,0.5702,IPP CHP,COAL,344130.0,2999933.0,315860.0,1835.701,0,1,0
3954,2019,WV,1680.9,0.3079,Electric Utility,COAL,4533104.0,47839572.0,4908337.0,2165.552,0,1,0
6264,2019,WV,1300.0,0.7249,Electric Utility,COAL,8255230.0,82341339.0,8447286.0,2046.53,0,1,0
55349,2019,WV,344.0,0.3021,IPP Non-CHP,GAS,910204.0,9508956.0,565321.0,1242.186,0,1,0
6004,2019,WV,1368.0,0.4143,IPP Non-CHP,COAL,4965173.0,51541770.0,5288184.0,2130.111,0,1,0
55279,2023,IL,1086.2,0.0437,IPP Non-CHP,GAS,415315.0,4035101.0,239800.0,1154.787,0,0,1
63931,2023,IL,1300.0,0.3027,IPP Non-CHP,GAS,3447283.0,24946885.0,1482557.0,860.131,0,0,1
55296,2023,IL,312.8,0.0008,IPP Non-CHP,GAS,2152.0,44252.0,2630.0,2444.108,0,0,1
55188,2023,IL,611.2,0.1439,IPP Non-CHP,GAS,770247.0,5404751.0,321209.0,834.042,0,0,1
55253,2023,IL,356.0,0.0174,IPP Non-CHP,GAS,54112.0,743738.0,44201.0,1633.675,0,0,1
55438,2023,IL,540.0,0.0448,IPP Non-CHP,GAS,212045.0,2492450.0,148123.0,1397.094,0,0,1
55199,2023,IL,1728.0,0.0625,IPP Non-CHP,GAS,945799.0,10419818.0,619216.0,1309.403,0,0,1
56462,2023,IL,29.5,0.0141,Electric Utility,GAS,3655.0,31703.0,1853.0,1013.88,0,0,1
54556,2023,IL,54.6,0.4519,Industrial CHP,GAS,216153.0,1549850.0,0.0,0.0,0,0,1
60387,2023,IL,380.0,0.0994,IPP Non-CHP,GAS,330832.0,2801951.0,167886.0,1014.93,0,0,1
62926,2023,IL,1288.6,0.6287,IPP Non-CHP,GAS,7096466.0,47120750.0,2800315.0,789.214,0,0,1
384,2023,IL,1320.0,0.0612,IPP Non-CHP,GAS,707790.0,7601144.0,450594.0,1273.242,0,0,1
55131,2023,IL,1256.0,0.5331,IPP Non-CHP,GAS,5864878.0,44382845.0,2637608.0,899.459,0,0,1
876,2023,IL,1319.0,0.1929,IPP Non-CHP,COAL,2229160.0,24778315.0,2598742.0,2331.589,0,0,1
55640,2023,IL,726.0,0.0327,IPP Non-CHP,GAS,208155.0,1951701.0,115987.0,1114.43,0,0,1
55236,2023,IL,692.0,0.0111,IPP Non-CHP,GAS,66958.0,950774.0,56502.0,1687.682,0,0,1
55222,2023,IL,692.0,0.002,IPP Non-CHP,GAS,11981.0,172014.0,10222.0,1706.378,0,0,1
55216,2023,IL,218.8,0.2797,IPP CHP,GAS,536011.0,3398652.0,0.0,0.0,0,0,1
55183,2023,IL,627.5,0.5244,IPP Non-CHP,GAS,2882286.0,20660292.0,1227809.0,851.969,0,0,1
879,2023,IL,1785.6,0.0855,IPP Non-CHP,COAL,1337628.0,17728797.0,1859395.0,2780.138,0,0,1
55238,2023,IL,316.0,0.0387,IPP Non-CHP,GAS,107086.0,1112344.0,66106.0,1234.628,0,0,1
55936,2023,IL,168.0,0.0315,IPP Non-CHP,GAS,46369.0,460335.0,27357.0,1179.991,0,0,1
55109,2023,IL,415.5,0.0049,IPP Non-CHP,GAS,17823.0,221184.0,13145.0,1475.02,0,0,1
55250,2023,IL,353.4,0.027,IPP Non-CHP,GAS,83435.0,852542.0,50652.0,1214.165,0,0,1
54044,2023,IL,59.9,0.2051,Commercial CHP,GAS,107604.0,576393.0,33687.0,626.129,0,0,1
972,2023,IL,33.4,0.0131,Electric Utility,GAS,3824.0,53872.0,3175.0,1660.313,0,0,1
55392,2023,IL,596.7,0.0594,IPP Non-CHP,GAS,310517.0,3491750.0,207819.0,1338.536,0,0,1
7336,2023,IN,168.7,0.0322,Electric Utility,GAS,47628.0,614040.0,36499.0,1532.669,0,0,1
983,2023,IN,1303.8,0.4349,Electric Utility,COAL,4967140.0,56503929.0,5797298.0,2334.26,0,0,1
55502,2023,IN,1232.0,0.7948,IPP Non-CHP,GAS,8578210.0,63385881.0,3766927.0,878.255,0,0,1
7335,2023,IN,82.8,0.0187,Electric Utility,GAS,13559.0,172554.0,10282.0,1516.687,0,0,1
6166,2023,IN,2600.0,0.1095,Electric Utility,COAL,2493652.0,32521324.0,3388566.0,2717.753,0,0,1
57794,2023,IN,780.0,0.7312,IPP Non-CHP,GAS,4996115.0,33618624.0,1997908.0,799.785,0,0,1
50366,2023,IN,39.6,0.2515,Commercial CHP,GAS,87246.0,491919.0,28764.0,659.371,0,0,1
